name,Lat,Longitude,Height,Description
Debre_work Sec.,10.6519,38.1688,2,9 to 12
Felge berhan,10.7416,38.0746,2,9 to 12
metaya,10.6926,38.2605,2,9 to 10
Tenguma,10.6158,38.2119,2,9 to 10
Belaye Zeleke mesando,10.4435,38.205,2,11 to 12
BELAY ZELEKE ATEKALY,10.4596,38.1974,2,9 to 10
yetmen,10.338,38.1455,2,9 to 10
Weyra gen sec school,10.5698,38.162,2,9 to 10
Yakalahana,10.6383,38.0664,2,9 to 10
Kuy,10.5176,37.9882,2,9 to 12
Nazerete Debereysus,10.5942,37.9372,2,9 to 10
Naberu,10.5178,37.9884,2,9 to 10
Debre Elias,10.3037,37.4742,2,9 to 12
Guay,10.2694,37.3092,2,9 to 10
Amanueal,10.4517,37.567,2,9 to 12
Girakidamin,10.4155,37.4676,2,9 to 10
Degasegnen,10.6017,37.6994,2,9 to 10
Shebel,10.5831,37.5979,2,9 to 10
Libanos,10.2558,37.5392,2,9 to 10
Hadis Alemayehu,10.2768,37.5695,2,9 to 10
Yebekale general school,10.4454,37.8892,2,9 to 10
Gozamen General & Preparatory,10.34686729,37.70405436,2,9 to 12
Yejubie Preparatory,10.2382,37.7503,2,11 to 12
Yejube general,10.1567,37.7423,2,9 to 10
Korik,10.0719,37.8406,2,9 to 10
Yelamgej,10.0401,37.7305,2,9 to 10
Ginbot 20,10.2380671,37.9756447,2,9 to 12
Hebret,10.2212,38.019,2,9 to 10
Yesenbete,10.2494081,37.9349162,2,9 to 10
Lega,10.1731,38.0198,2,9 to 12
Gojjam Ber Sec & Preparatory,10.2250509,38.1277475,2,9 to 12
Gubaya,10.1993796,38.1383159,2,9 to 10
Yetnora,10.2437701,38.1006585,2,9 to 10
Tzekare mareyam,10.2432548,38.1023106,2,9 to 10
Yedwuha,10.443,38.3386,2,11 to 12
Sheble ymlse raiye,10.3265,38.3206,2,9 to 10
brenta,10.4444,38.3533,2,9 to 10
Rebu Gebeya,10.5533,37.7723,2,9 to 12
Yeted school,10.5534,37.772,2,9 to 10
Deber Markos mesenado,10.3453,37.7245,2,1 to 12
Menkorer,10.3082,37.7292,2,9 to 10
Ethio-Japan,10.3608,37.7371,2,11 to 12
Debremarkos secondary school,10.3393,37.7233,2,9 to 10
Hohiyat Acadamy,10.356,37.7287,2,9 to 10
Sewoch Lesewoch,10.25298796,37.91287902,2,9 to 12
Jama,10.1338,37.8882,2,9 to 10
Mota Gen. Sec.School,11.0832,37.8789,2,9 to 10
Mota Priparatory,11.08322528,37.87894643,2,11 to 12
Ayeremarefiya,11.0735,37.8765,2,9 to 10
Deber Slam,10.9258,37.8917,2,9 to 10
Yismala mesendo,11.5983921,36.9105864,2,9 to 12
Kunzila,11.874698,37.025942,2,9 to 12
Liben 2 hultiga drja,11.6961525,36.945883,2,9 to 12
abaye dare,11.7135715,37.1599996,2,9 to 10
Ftawerari habetemarime,11.4162,37.4042,2,9 to 12
Kinbaba,11.62081542,37.23924376,2,9 to 10
Lata alemesa,11.6908,37.2102,2,9 to 10
Adet Mesenado,11.256,37.4839,2,9 to 12
Denssa Bata,11.269,37.3906,2,9 to 10
Agita,11.3355,37.5636,2,9 to 10
gosheye,11.2002,37.371,2,9 to 10
Mirawi Sec.Sch.,11.422515,37.1570533,2,9 to 10
Merawi mesenado,11.4139133,37.1551067,2,11 to 12
Gercheche,11.2551017,37.1781267,2,9 to 12
Dagi,11.2432,37.0618,2,9 to 10
Brakat,11.32869,37.2970983,2,9 to 10
Rim hultga derja,11.3088383,37.206055,2,9 to 10
Wotet Abay,11.3641167,37.0458083,2,9 to 10
Amarit,11.4876717,37.101145,2,9 to 10
Abay Minch,10.9762313,37.2127783,2,9 to 12
Agut secondery school,10.8471,37.1551,2,9 to 12
Abagosa,11.0569239,37.3115015,2,9 to 10
Kebesa,11.0559,37.1581,2,9 to 10
Quarit,11.0031,37.4256,2,9 to 12
Genet Abo,10.9991,37.4248,2,9 to 12
Woyibeyign,11.0331,37.4644,2,9 to 10
Firse Bet Sec & mesenado,10.8488,37.6054,2,9 to 12
Arefa high school,10.9559,37.6829,2,9 to 10
Tame,10.7725,37.6498,2,9 to 10
Hdade chate warka,10.9352,37.5866,2,9 to 10
Dembecha Sec.Sch.mesenado,10.5622,37.5008,2,9 to 12
Wad Addis Alem,10.5179,37.3416,2,9 to 12
Yechereka,10.5671,37.4857,2,9 to 10
Yezeleka,10.4583,37.2599,2,9 to 10
Jega,10.6748,37.3686,2,9 to 12
Mankusa General Secondary,10.6962,37.1867,2,9 to 12
Birsheleko,10.58,37.1527,2,9 to 10
Gan Wuha,10.818,37.3162,2,9 to 10
Kuche,10.4833,37.03,2,9 to 12
Shenedu K/M/A/ 2,10.64557797,36.9510248,2,9 to 12
Mekonene shenedi,10.63721446,36.93901663,2,9 to 10
wegedad,10.53326164,36.89090862,2,9 to 10
kokie,10.60643226,36.86148146,2,9 to 10
Gonj sec.,11.2228,37.6864,2,9 to 12
Deber weyefate,11.2227545,37.6884983,2,9 to 10
Washera,11.1132,37.5703,2,9 to 10
Kate,11.3844803,36.8505845,2,9 to 10
Durbete high school,11.3547939,36.9565648,2,9 to 12
Ashuda,11.4778933,36.8521078,2,9 to 10
Lalibela,11.5184929,36.954323,2,9 to 10
Abechkeni,11.3608374,36.9536032,2,9 to 10
Damot Mesenado,10.6798228,37.2628511,2,11 to 12
Damot General,10.6794926,37.2562459,2,9 to 10
Burie shekudad Gen.sec. & Prep,10.7251475,37.0640148,2,9 to 12
Ras Biteweded,10.7007682,37.057643,2,9 to 10
Serkalem Tadese,12.8791,38.8641,2,9 to 12
Kidamit,12.7711,38.8008,2,9 to 10
Tagay ayalew asres metasebiya,12.5998,38.7544,2,9 to 10
Selamigie Mariyam,12.78145677,39.23886139,2,9 to 10
Tagay Serkalem Tizazu,12.4592,39.1577,2,9 to 12
Tagay Tigabu Adane,12.5348,38.9715,2,9 to 10
Wleh,12.5319,39.0478,2,9 to 10
Arbit,12.4788,38.6217,2,9 to 10
Amde work Gen/2th& mesenado,12.425,38.7119,2,9 to 12
Silda,12.3571,38.6357,2,9 to 10
Kwuzba,12.4865,38.9307,2,9 to 10
Bela Amiba,12.4132,39.0193,2,9 to 12
Meri,12.2681,39.0398,2,9 to 10
Gifela Frie,13.0356,38.9804,2,9 to 12
Meharit,12.9169789,38.5058505,2,9 to 12
Mesheha,12.9241,38.5075,2,9 to 12
Gissa,11.1864483,36.6744983,2,9 to 12
Chara,11.1892,36.7559,2,9 to 12
Tumeha,11.32169,36.7811133,2,9 to 10
Askuna secondary scool,10.9741,36.7704,2,9 to 12
Kidemajae,11.0002414,36.7053671,2,9 to 12
Satima Dangia,10.9674083,37.0062867,2,9 to 12
Shashana,10.9263,36.7197,2,9 to 12
Anekesha,10.8584,36.8983,2,9 to 12
Buya secondary,10.7689,36.8128,2,9 to 10
Ayehu,10.9027,36.809,2,9 to 10
Mesel,10.6558,36.7922,2,9 to 10
Menta Wuha secondary,10.84878445,36.36697769,2,9 to 12
Ambeke,10.8172,36.5879,2,9 to 12
Tergi,11.0315727,36.6431077,2,9 to 12
Fageta (9-12),11.0759,37.0391,2,9 to 12
Chegaely,11.0667,36.7414,2,9 to 12
Ajis,11.086645,36.885725,2,9 to 10
Fendika,11.5673,36.4998,2,9 to 12
wrekemida 2drja,11.3643,36.6469,2,9 to 10
Tilili,10.8538333,37.0256783,2,9 to 12
Addis Alem,10.8178,37.0478,2,9 to 10
gagusa,10.8077,36.996,2,9 to 10
Hidasie Chagni,10.97302212,36.49227559,2,9 to 10
Chagni Mesenado,10.95393777,36.51941299,2,9 to 12
Menigesha Jenberiy,11.2624,36.8438,2,9 to 12
Danigla mesenado,11.2620717,36.8482867,2,9 to 12
Hidase,11.2526567,36.83885,2,9 to 10
Engibara gen. sec.,10.96127,36.9327775,2,9 to 12
Agewi medeir,10.9606205,36.9310977,2,9 to 12
Zigem,10.7173,36.4918,2,9 to 12
Ahiti,10.6777,36.5624,2,9 to 10
wangie,10.7001,36.4282,2,9 to 10
Rufisie,10.788,39.7808,2,1 to 10
Woledi,10.8421387,39.8149897,2,9 to 12
Rufissie,10.7716394,39.7770057,2,9 to 10
mati,10.838535,39.872305,2,9 to 10
Abedi boru,11.2716917,39.8951,2,9 to 12
Gairo,11.2864033,39.9931617,2,9 to 10
Gerfa,11.0425691,40.0735612,2,9 to 10
Senbetie,10.2970972,39.9862072,2,9 to 12
Betie,10.16342,39.9748483,2,9 to 10
Saden Makana,10.2623,39.9912,2,9 to 10
Gola Debaso,10.5940568,39.9088745,2,9 to 10
Chefa Robit,10.55631,39.9295852,2,9 to 12
oda bela,10.572671,40.0747533,2,9 to 10
Bora,10.6867524,40.0433405,2,9 to 12
Harewa,10.7996424,39.9957994,2,9 to 10
Kemise Secondary,10.7128759,39.8706089,2,9 to 10
Kemissie Mesenado,10.7189044,39.8609657,2,11 to 12
Bati key Meskel 77,11.1998784,40.0157605,2,9 to 12
Abun Gorgoriwos,11.5750778,37.3610407,2,1 to 10
Fasilo,11.592923,37.379308,2,9 to 12
Btsue G/michale,11.6071889,37.3618799,2,9 to 12
Tana Haik Sec.,11.600184,37.3709349,2,9 to 12
SOS Herman,11.6076167,37.3645841,2,9 to 12
Ghion,11.5895291,37.4121755,2,9 to 12
BahirDar Preparatory,11.5804403,37.3767614,2,9 to 12
Ayelechi degef metelafiya,11.60305,37.3649117,2,9 to 10
Horayizon,11.5766851,37.3747335,2,9 to 10
Millinum Progress Academy,11.5939968,37.4266979,2,9 to 10
Ethio-Japan,11.5601197,37.3840158,2,9 to 12
Bahir Dar Academy,11.5975093,37.3678591,2,9 to 12
Edget Felege,12.5942479,37.4684423,2,9 to 10
Azezo,12.5503354,37.4329512,2,9 to 12
Angereb,12.6332848,37.4773646,2,9 to 10
Fasildese Mesenado,12.6147195,37.460145,2,11 to 12
Kingese Acadamye,12.5898802,37.4414786,2,9 to 12
Shenta,12.595147,37.4345101,2,9 to 12
Deber selam st mary,12.6227932,37.4751888,2,9 to 12
Hedasie Tseda,12.4842417,37.4736414,2,9 to 12
Hedar 11,12.58587,37.4522101,2,9 to 12
Fasiledes Secondary,12.6159619,37.4568379,2,9 to 10
Gonder unversity comminite,12.5888314,37.4353007,2,9 to 12
Walaj,12.6726128,37.5051281,2,9 to 10
Azezo Dimaza,12.5482129,37.4312831,2,9 to 10
Ayere Tena,12.5631145,37.4603729,2,9 to 10
Hotie,11.1261645,39.6374205,2,9 to 12
Kidame Gebeya,11.1361864,39.6298023,2,9 to 12
Memhir Akalewold,11.1419006,39.6415148,2,9 to 12
Tesfa Dirijit,11.1441983,39.641736,2,9 to 10
Gerado,11.08096958,39.63572054,2,9 to 10
Merkezel Burhan,11.08139578,39.63643833,2,9 to 10
Nigus Michael,11.1113769,39.6282773,2,9 to 10
Catholic Kidanemihiret,11.1470019,39.6406595,2,9 to 12
Boru Silassie,11.2382944,39.6363466,2,9 to 10
Karagutu,11.1513676,39.6496584,2,9 to 10
Alif,11.1483357,39.6281294,2,9 to 10
Maremiya Bet,11.081252,39.63129,2,9 to 10
Tita,11.164733,39.6731547,2,9 to 10
Dubaba,12.4061094,35.9488852,2,9 to 10
Laajjoo Sad.2ffaa,7.0364674,39.4803128,2,9 to 10
Haqoo Sad 2ffaa,7.0371068,39.4812627,2,9 to 10
Qophaa'ina Adaabbaa,7.0050299,39.3830981,2,11 to 12
Gadeedoo Gannat,7.0271542,39.4523453,2,9 to 10
WASHAA SAD.2FFAA,7.035072,39.4755589,2,9 to 10
Adaabbaa Sadarkaa 2ffaa,7.0084791,39.3979231,2,9 to 10
Ilaalaa,7.3863567,38.74795,2,1 to 10
Basaquu Sad.2ffaa,7.34615,38.8029,2,9 to 10
WATARAA,7.23983,38.7187,2,9 to 10
QALOO DUUROO SAD.2FFAA,7.28030657,38.73348558,2,9 to 10
DHAABBATA TASFAA ROGEE,7.42969,38.6479,2,9 to 10
Doolee Laangannoo Sad.2ffaa,7.52688006,38.66964299,2,9 to 10
Gode Sad.2ffaa,7.17010738,38.80952216,2,9 to 12
QOPHAA'INAA ABEENEEZAR,7.35102292,38.66781387,2,11 to 12
QILXUU RA'EE,7.34982047,38.67976314,2,9 to 10
Abeneze Sad. 2ffaa,7.35079769,38.66873776,2,9 to 10
Qopha'inaa Arsii Nagallee,7.34833992,38.67768897,2,11 to 12
Fiqadaa Igizii,7.3545399,38.6827696,2,9 to 10
Arsii Nageellee sad.2ffaa,7.36230502,38.6708296,2,9 to 12
SHAALLAA,7.34064613,38.67580165,2,9 to 10
QOPQOH'INAA BISHAAN GURRAACHAA,7.1012567,38.4899283,2,11 to 12
Bishaan Gurraachaa Sad. 2ffaa,7.0949522,38.4874562,2,9 to 12
HAAWIIKOO QOPHAA'INAA,6.98167255,39.17920972,2,11 to 12
Qophaainaa Dodola,6.98849149,39.16932085,2,11 to 12
HAAWII KOO SADARKA 2FFAA,6.97995136,39.17096012,2,9 to 10
Dodolaa Sad.2ffaa,6.97513991,39.1763732,2,9 to 10
QOPHAA'INA SEERFTAA,6.8706945,39.0212515,2,11 to 12
Seeroftaa Sad-2ffaa,6.8800972,39.0339897,2,9 to 10
Heeraroo Sad.2ffaa,6.9963525,39.3180203,2,9 to 10
Adarshoo Garjeedaa,7.1584186,39.0961362,2,9 to 10
Xijoo Waqeenxaraa,7.1618418,39.0917826,2,9 to 10
Qophainaa Asaasaa,7.0900094,39.189339,2,11 to 12
Hasaasaa Sad 2ffaa,7.1105996,39.2015431,2,9 to 10
GOONNOSA DABAARAA SAD. 2FFAA,7.25084,39.1385,2,9 to 10
SHOPHAA GANANAT,7.3718144,38.8405031,2,9 to 10
Heeban Dagaagaa,7.4306436,38.8304903,2,9 to 10
Waabee Gafarsaa Sad-2ffaa,7.01377022,39.01830105,2,9 to 10
Qaabatee sad. 2ffaa,7.03648769,38.72290492,2,9 to 10
Qophaa'ina Kofalee,7.08237038,38.78742885,2,11 to 12
Kofalee  Sad.2ffaa,7.08046057,38.77809675,2,9 to 10
Hogisoo Sadarkaa 2ffaa,6.85876646,38.68792019,2,9 to 10
Qopha'ina Kokkoossaa,6.7378682,38.7812824,2,11 to 12
Sadaraaka 2ffaa Gaaxaa,6.7061015,38.8601526,2,9 to 10
Heebanoo2ffaa,6.7795463,38.8594993,2,9 to 10
Kokosaa Sad 2ffaa,6.7379874,38.7845699,2,9 to 10
Qophaa'ina Warqaa,6.58817,39.1128,2,11 to 12
Garambamoo Sad.2ffaa,6.72712,39.0614,2,9 to 10
Warqaa Sad.2Ffaa,6.59018,39.1119,2,9 to 10
NANSABOO CABII,6.52253,39.232,2,9 to 10
QOPHAA'INAA QOREE,7.2142727,38.923101,2,11 to 12
Shiree Sad.2ffaa,7.2371817,38.9831576,2,9 to 10
Qoree Sad.2ffaa,7.2152629,38.9240968,2,9 to 10
Sanbatee Shaallaa Sad.2ffaa,7.3487031,38.4291742,2,9 to 10
Ajjee Sad 2ffaa,7.2983657,38.3526347,2,9 to 10
Ajjee Qopha'inaa,7.2980148,38.3528996,2,11 to 12
Cabbii Diida Nyataa,7.23701,38.5227,2,9 to 10
Huursaa Simboo Sad. 2ffaa,7.1368463,38.7118448,2,9 to 10
Kuyyaraa Adventist Qopha'naa,7.29381189,38.65350687,2,11 to 12
Kuyyaara Adveentistii sad.2ffa,7.28519723,38.65113934,2,9 to 10
QOPHAA'INAA LOKEE QACAA,7.150414,38.24042,2,11 to 12
GUDDINAA SHEELLOO SAD.2FFAA,7.0378137,38.1769516,2,9 to 10
Sanbatee Sinqillee Sad.2ffaa,7.2097415,38.2076533,2,9 to 10
Rophii Siraaroo Saad2faa,7.1379734,38.1098756,2,9 to 10
Siraaroo Sadarkaa 2ffaa,7.149043,38.240332,2,9 to 10
Buusaa Sad.2ffaa,7.01372,38.5882,2,9 to 10
INTAAYYEE SAD 2ffaa,7.03915976,38.61091883,2,9 to 10
Amiinyaa Qophaa'ina,7.7911067,39.9078733,2,11 to 12
sadan sadee Sadarkaa 2ffaa,7.775725,39.9784417,2,9 to 10
Aminyaa Gasgaar Sadarkaa 2ffa,7.7922033,39.9077917,2,9 to 10
QOPHA'INA ASAKOO,8.49973,40.0167,2,11 to 12
Caffaa 2ffaa,8.46924,40.0912,2,9 to 10
Kaarra Fayyisaa,8.59627,40.0853,2,9 to 10
Asakoo sadarka 2ffaa,8.50046,40.0168,2,9 to 10
Ayimaro Balee Sad.2ffaa,7.72745,40.0018333,2,9 to 10
Qopha'ina Boqojjii,7.5427682,39.2560946,2,11 to 12
Boqojjii Sadarkaa 2ffaa,7.541413,39.2552398,2,9 to 10
Mooyyee Sad 2ffaa,8.250397203,39.89784149,2,9 to 10
Qophaaina Collee,8.1316067,39.9030733,2,11 to 12
Collee Sad.2ffaa,8.13231,39.9038467,2,9 to 10
Sinqillee sad.2ffaa,8.1261417,39.9912433,2,9 to 10
Qophaa'ina Saaguree,7.7259101,39.1574565,2,11 to 12
Xiijoo Sadarkaa 2ffa,7.7952208,39.292891,2,9 to 10
Lolee Aboosaraa,7.7351144,39.025683,2,9 to 10
DIGALUU sad.2ffaa,7.7627832,39.2528451,2,9 to 10
Saaguree sad. 2ffaa,7.7602496,39.1552337,2,9 to 10
Qophaa'inaa Diksiis,8.0675517,39.557955,2,11 to 12
Bullaalla Sadrkaa 2ffaa,7.9849117,39.56909,2,9 to 10
Amuddee Sadarkaa 2ffaa,8.299730096,39.09623379,2,9 to 10
Qopha'inna Dheeraa,8.3158517,39.3219533,2,11 to 12
Dheeraa Sad. 2ffaa,8.3158917,39.3221533,2,9 to 10
Minnee Sad.2ffaa,8.31476,40.0377,2,9 to 10
Jingaa Dhiibuu,8.18269,40.0693,2,9 to 10
Qophaa'ina Caancoo,8.25143,40.1412,2,11 to 12
Caancoo Sad.2ffaa,8.25092,40.1418,2,9 to 10
Waraguu Siree,8.11807,40.0664,2,9 to 10
Diimaa,8.40477,40.0223,2,9 to 10
Abbaa Jamaa sad 2ffaa,8.37633,39.9032,2,9 to 10
Nageellee Sad 2ffaa,8.27937,39.8528,2,9 to 10
Qophaa'ina Abbaa jamaa,8.37576,39.903,2,11 to 12
Sibbuu Abaadir,7.99855,39.3354,2,9 to 10
Qophaa'ina Itayyaa,8.1269712,39.2331262,2,11 to 12
Gonde sad 2faa,8.0395633,39.1951605,2,9 to 10
Booruu Sad 2ffaa,8.0477,39.239,2,9 to 10
Itayyaa Sad.2Ffaa,8.132517,39.233451,2,9 to 10
QOPHAA'INA SILXAANAA,7.4064733,39.3925483,2,11 to 12
Maccituu sad 2ffaa,7.436355,39.4826933,2,9 to 10
Silxaanaa Sad.2ffaa,7.4067117,39.39242,2,9 to 10
Arbooyyee sad 2ffaa,8.3820062,39.6845482,2,9 to 10
Qophaa'inna Arbooyyee,8.385375,39.6849735,2,11 to 12
Asansabaa sadarkaa2ffaa,8.34232,39.62116,2,9 to 10
QaxeeAlaagaa sad2ffa,8.5090283,39.56765,2,9 to 10
Boolloo Sad 2ffaa,8.3793617,39.6830483,2,9 to 10
QOPHAA'INA MARARROO,7.4091162,39.2448564,2,11 to 12
Leemmuu Sadarkaa 2ffaa,7.6360843,39.2162779,2,9 to 10
walta'ii Garjedaa Sadarkaa 2ff,7.4321184,39.2487525,2,9 to 10
kojii Qubsa sad  2ffaa,7.564941774,39.12614114,2,9 to 10
Qarsaa washantuu,7.5371382,39.2503758,2,9 to 10
Sirboo Sad 2ffaa,7.3373409,39.2682292,2,9 to 10
Maraaroo Sad 2ffaa,7.3925876,39.2494018,2,9 to 10
Qophaa'ina Hurutaa,8.1479704,39.3524776,2,11 to 12
HurutaaSad.2ffaa,8.1477172,39.3528827,2,9 to 10
Lodee Sad2faa,8.1486696,39.3541792,2,9 to 10
Gaara Goraa,8.37875,39.8195,2,9 to 10
Qopha'ina Abbomsa,8.48707,39.8337,2,11 to 12
Abomsa Sadarka 2faa,8.48708,39.8337,2,9 to 10
LAAQICHAA SAD 2FFA,7.37852,38.9365,2,9 to 10
QANCARREE SAD 2AAF,7.68339,38.9397,2,9 to 10
Qophaa'in Qarsaa,7.53791,38.9845,2,11 to 12
EEGOO 2rd,7.62947,38.991,2,9 to 10
Gumgumaa Sad 2ffaa,7.51326,39.0774,2,9 to 10
Qarsaa Sad 2ffaa,7.537334045,38.98477155,2,9 to 10
JEENAASAD2FFAA,7.8748133,39.6261917,2,9 to 10
INDATOO SAD2FFAA,7.87425,39.6266317,2,9 to 10
Dida'aa sad.2ffaa,7.8751133,39.6255033,2,9 to 10
Habee Sad.2ffaa,7.8673767,39.6288083,2,9 to 10
Saddiqaa Sad.2ffaa,7.87476,39.6258583,2,9 to 10
DIDA'AA QOPHAA'INA,7.87491,39.624725,2,11 to 12
SEERUU QOPHA'INAA,7.62426,40.2022,2,11 to 12
Seeruu SAD.2ffaa,7.68046,40.2025,2,9 to 10
Dhummuggaa sad. 2ffaa,8.425843539,40.24115523,2,9 to 10
Qophaa'ina Dhummuugaa,8.42574,40.2417,2,11 to 12
Soolee Digaluu,7.6726845,39.4874637,2,1 to 10
Soolee,7.6322136,39.5072988,2,9 to 10
Xareetaa Sad.2ffaa,7.6513267,39.4907767,2,9 to 10
Qopha'iina Shirka,7.6179375,39.4882199,2,11 to 12
Gaadoo Gunaa Sad.2ffaa,7.529249734,39.47732506,2,9 to 10
Shirkaa Sad.2ffaa,7.6198443,39.4882199,2,9 to 10
Kolobaa Balee,8.37011,39.4948,2,9 to 10
Banban,8.17519,39.5345,2,9 to 10
Qophaa'ina siree,8.27417,39.4949,2,11 to 12
Siree sad.2ffaa,8.27403,39.4952,2,9 to 10
kullaa Sadarkaa 2ffaa,7.98281,39.6917,2,9 to 10
Qophaa'inaa Kullaa,7.9831,39.6922,2,11 to 12
Darrabbaa Sad. 2ffaa,8.049484143,39.69263155,2,1 to 10
Ciimoo sad.2ffaa,7.8916,39.7953,2,9 to 10
SAMMAR SADARKAA 2FFAA,7.92898,39.9155,2,9 to 10
Halilaalaa 2ffaa,8.01989,39.8618,2,9 to 10
Hasan Usmaan Sadarkaa 2ffaa,7.72787,39.5744,2,9 to 10
Qophaa'ina Xichoo,7.79939,39.5273,2,11 to 12
Xiichoo sad 2ffaa,7.7996,39.5271,2,9 to 10
QOPHAA'INA KATAAR,7.84529,39.01,2,11 to 12
Barrittii sad 2faa,7.8254233,39.1640167,2,9 to 10
W AAJII BILLAALLoo SAD2FFAA,7.8490344,39.1353437,2,9 to 10
KATAAR,7.846,39.0102,2,9 to 10
Kiyaanshoo Sda.2ffaa,7.9113383,38.9604333,2,9 to 10
Hope High School Herara,7.9568183,38.9128167,2,9 to 10
Hulaa Arbaa Sad2ffaa,8.1478183,39.0828133,2,9 to 10
Qophaa'ina  Danbal,8.0513698,39.0010081,2,11 to 12
Araxaa Chuufaa sad 2ffaa,7.9753533,39.0608233,2,9 to 10
Caffe Jilaa 2ffaa,7.8447683,38.8518517,2,9 to 10
Kataar Faafaatee,8.043105,39.0109167,2,9 to 10
Qophaa'inaa Agaarfaa,7.27515,39.8271,2,9 to 12
Ambeentuu Sad 2ffaa,7.2737917,39.8219867,2,9 to 10
Odaa Nageellee,7.2749883,39.827105,2,9 to 10
Qaasoo Maansoo,7.18576,39.8444,2,9 to 10
Agaarfaa Sad 2ffaa,7.27413,39.8222067,2,9 to 12
Mana Sirressaa,7.1364741,40.7099948,2,1 to 12
QOPHAA'INA BM/GINDHIIR,7.1397876,40.7144697,2,9 to 10
SAD 2FFAA MAGALAA GINDHIR,7.1390667,40.7253567,2,11 to 12
Fincaa'aa Baamoo,7.01848,39.9669,2,9 to 10
Qophaa'inaa  Baatuu Taraaraa,6.99897,39.9763,2,11 to 12
GOOBBAA SAD.2FFAA,7.0199777,39.982123,2,9 to 10
Qaphainaa Dumaal,6.755295,40.170094,2,11 to 12
Qophaa'ina Bareed,6.111845,41.6756983,2,11 to 12
Baasiraa,6.11238,41.6764,2,9 to 10
Soof-Umar Sad 2ffaa,6.9028333,40.84163,2,9 to 10
Qophaa'ina Mi'oo,6.6474,40.9761,2,11 to 12
QOPHAAI'NNAA,6.419720137,39.85179332,2,11_12
HOOMMA SAD 2FFAA,7.1327867,39.8900933,2,9 to 10
QOPHAA'INA DINSHOO,7.1036567,39.7828167,2,11 to 12
DIINSHO SADARKAA 2FFAA,7.1031,39.783095,2,9 to 10
Qophaa'ina Gasara,7.366895,40.18487,2,11 to 12
Naaqqee Nagawoosad 2ffaa,7.3822083,40.0116517,2,9 to 10
Sadarkaa 2ffaa Danbal,7.3700383,40.0018833,2,9 to 12
Saaluu,7.27692,40.3013,2,9 to 12
Gaasara  Sad 2ffaa,7.36626,40.1854,2,9 to 10
Aqqaasha Sad 2ffaa,7.139285,40.7256617,2,9 to 10
Sad 2ffaa Elbukkoo,7.1396,40.7092433,2,9 to 12
Jiddaa Qabbanaawaa,7.14358,40.70182,2,9 to 10
Qophaa'ina Dalloo Sabroo,7.1376617,40.7033683,2,9 to 10
Malkaa Odaa Sad 2ffaa,7.1414417,40.7059067,2,9 to 10
Tamaamoo Sadd 2ffaa,7.38836,40.442875,2,9 to 10
Qophaa'ina Jaarraa,7.37359,40.493327,2,11_12
Qophaa'inaa Gooroo,6.99662,40.4772,2,9 to 10
Gooroo Sadarka 2ffaa,6.9959433,40.4770333,2,11 to 12
Walta'ii Sayyidaa,7.01913,40.3598967,2,9 to 10
Malkaa Buttaa,6.95213,40.6205,2,9 to 10
Qophaa'inna Jibrii,6.632219,40.441889,2,11_12
Raayituu Aanolee,6.840093377,40.39767125,2,9 to 10
Qophaainna Angeettuu,6.407585,39.599486,2,11_12
Sadarkaa 2ffaa  Beeltuu,7.88339,40.9857,2,9 to 10
Qophaa inaa Beeltuu,7.8833617,40.98578,2,11 to 12
Bahima,7.92918,41.1564,2,9 to 10
Qophaa'ina Bidiree,5.919386,39.631235,2,11_12
Walaabuu,5.913924857,39.64415368,2,9 to 10
Baradimtuu,6.89651,41.131705,2,9 to 10
Qaplaa 'ina  Cal-cal,6.89637,41.1319,2,9 to 10
Cal-Cal  Sad 2ffaa,6.89634,41.1315,2,9 to 10
Galma Roobaa,7.56126,40.97776,2,9 to 10
Qophaa'ina Miicaa,7.4562998,40.9793505,2,11 to 12
Malka michaa,7.4535073,40.9780889,2,9 to 10
saanbiituu sad.2ffaa,7.24859,40.0046,2,9 to 10
Qophaa'ina Oborraa,7.12611,40.159,2,11 to 12
Saddarkaa 2ffaa Salqaa,7.02685,40.2276,2,9 to 10
Hisuu Sadd 2ffaa,7.1589,40.2274,2,9 to 10
Oborraa Sad 2ffaa,7.12563,40.16,2,9 to 10
Sadarkkaa 2ffaa Gallabaa,4.74303023,38.82383847,2,9 to 10
Qophaa'ina Mataa Gafarsaa,4.74684075,38.82059512,2,11 to 12
SADARKAA 2FFAA KOBOLEE,4.89406,38.0843,2,9 to 10
QOPHAA'INNA YAABALLOO,4.89097747,38.10499523,2,11 to 12
Sada .2ffaa Shaalaqaa jaatini,4.8930639,38.0894949,2,9 to 10
Borbor Sad 2ffaa,4.21893143,38.53972663,2,9 to 10
Gumii Gaayyoo,4.21855663,38.54015579,2,9 to 10
Qophaa'inaa BORBOR,4.1375,38.9329,2,11 to 12
Dhaas Sad. 2ffaa,4.22106,38.7201,2,9 to 10
Diilloo Sadarkaa 2ffaa,4.25652771,37.68958437,2,9 to 10
Meeggaa Sada. 2ffaa,4.07113142,38.32000502,2,9 to 10
Soodda Sadarkaa 2ffaa,4.20235,38.377,2,9 to 10
Meeggaa Qophaa'ina,4.0741355,38.3165912,2,11 to 12
Dubuluq Sad. 2ffaa,4.37366017,38.28161217,2,9 to 10
Qarsaa Sadarkaa 2ffaa,4.36765875,38.2796405,2,9 to 10
