name,Lat,Longitude,Height,Description
QOPHAA'INA DUBULQII,4.37359844,38.28160982,2,11 to 12
El Wayyee Qopha'ina,4.9638106,37.8931926,2,11 to 12
Eel-Wayyaa Sad. 2ffaa,4.961364977,37.89942578,2,9 to 10
Teessoo Sad. 2ffaa,3.67562,38.5633,2,9 to 10
Qopha'inaa Hidii lolaa,3.74112788,38.57003421,2,11 to 12
Bokkuu Sad.2ffaa,3.7407391,38.5710085,2,9 to 10
Melbana Sad. 2ffaa,3.8937939,38.53628,2,9 to 10
HIDI LOLA,3.74226543,38.57910906,2,9 to 10
Sad. 2ffaa Tuqaa,3.61509,38.8661,2,9 to 10
Moyyaalee Sada.2Ffaa,3.53205,39.0507,2,9 to 10
Qophaa'ina Millammii,5.06094552,37.39610761,2,11 to 12
Taltallee Sad 2ffaa,5.0610227,37.39615044,2,9 to 10
Qophaa'innaa Irbaa Muuda,6.214479,38.887277,2,11_12
Qophaa'inaa Nageellee,5.336643952,39.57178103,2,11_12
Qophaa'inaa Adoolaa,5.884717,38.984534,2,11_12
Qophaa'inaa Shakkisoo,5.762006373,38.91795262,2,11_12
Qophaa'inaa Booree,6.36033,38.619098,2,11 to 12
Daamaa Sad. 2ffaa,6.264173989,38.4851218,2,9 to 10
AANOOLEE SOODDUU SADARKAA 2FF,6.277505,38.583404,2,9 to 10
QOPHAA'INA HARANFAMAA,6.116188746,39.0796144,2,11_12
Qopha'ina Haraqalloo,5.54999,39.3874,2,9 to 10
Qophaa'ina Bulbul,5.05169,39.475,2,11 to 12
Qpphaa'inna Magaddoo,5.663384,38.809465,2,11_12
Qophaa'ina Uraagaa,6.08533,38.5939,2,11 to 12
Yaabituu Koobaa Sad.2ffaa,5.9882,38.5763,2,9 to 10
Qundhee Anoonuu,5.911901,39.284115,2,9 to 10
Qophaa'inaa Waadaraa,5.776093,39.31173,2,11_12
Qophaa'ina Awwadaay,9.35001,42.043,2,11 to 12
Awwadaay Sad 2ffaa,9.34996,42.0429,2,9 to 10
Qophaa'ina Babbilee,9.2214183,42.3275733,2,11 to 12
Baabbilee Sad. 2ffaa,9.2228033,42.3274133,2,9 to 10
Dadar Sad 2ffaa,9.32658,41.4462,2,9 to 10
Qophaa'ina Dadar,9.326442191,41.44615367,2,11_12
SHEEK AHIMAD HAROMAYAA SAD. 2F,9.39677,42.0099483,2,9 to 10
BAATEE SAD.2FFAA,9.3964267,42.0096983,2,9 to 10
Qophaa'ina Haramaayaa,9.3969467,42.0098467,2,11 to 12
Haramaya Sad 2ffaa,9.39667,42.01008,2,9 to 10
Modeela Universiitii,9.3966567,42.0099617,2,9 to 10
Qopha'iina Bisidimoo,9.2218234,42.3281792,2,11 to 12
Sad.2faa Waayyu,9.2233483,42.3251019,2,9 to 10
Bisidimo Sad 2ffaa,9.21336,42.2145,2,9 to 10
Baddannoo Olaanaa sad.2ff,9.114285,41.64338,2,9 to 10
Qophaa'ina Baddannoo,9.11513,41.644,2,11 to 12
QOPHAA'INA CINAKSAA,9.519596919,42.61743119,2,11 to 12
Sad. 2ffaa GOOROO GUDDOO,9.14336,41.4972,2,9 to 10
Kaarra Makkalaa Sad. 2ffaa,9.22601,41.3417,2,9 to 10
Qopha'ina Qobboo,9.37201,41.4726,2,11 to 12
Bokkoo sad.2ffaa,9.143602821,42.07506997,2,9 to 10
FACAATUU SADARKAA 2FFAA,9.144210006,42.03355422,2,9 to 10
QOPHAA'INA BOKKOO,9.143526714,42.07284745,2,11_12
Dooguu Sad 2ffaa,9.1380133,41.8316133,2,9 to 10
Qophaa'ina Gurawaa,9.1384767,41.8324183,2,11 to 12
LAAFTOO EELAXAAXEESSAA,9.1413452,41.8149604,2,9 to 10
Guraawwaa 2Ffaa,9.138485,41.8320367,2,9 to 10
QOPHA'INA BURKA,8.8179686,41.5645196,2,11 to 12
Burqaa Sad 2ffaa,8.818454,41.568355,2,9 to 10
Biiqqaa Sad. 2ffaa,9.43571,41.4221,2,9 to 10
Baroodaa Sad 2ffaa,9.3421,41.2964,2,9 to 10
Shake Bakri,9.38447,41.2817,2,9 to 10
Qophaa'ina K/millee,9.37477666,41.37519372,2,11_12
QOPHAA'INA BAROODAA,9.37478,41.3752,2,11 to 12
WAACCUUGEE SAD. 2FFAA,9.22146,41.5329,2,9 to 10
BURQAA sad 2ffaa muxii,9.29146,41.5781,2,9 to 10
Goroo Muxii sad 2ffaa,9.2151,41.5689,2,9 to 10
M/B qophaina Gursum,9.347875158,42.3983951,2,11_12
Gursum sad.2ffaa,9.347403109,42.39809837,2,9 to 10
Qopha'inaa Addeellee,9.409384237,41.95901567,2,11_12
Addellee Sad2ffaa,9.39363,41.9562,2,9 to 10
Aallee Sad 2ffaa,9.492473,42.2452528,2,9 to 10
Qophaa`inaa Jaarsoo,9.4928098,42.2449237,2,11 to 12
Ejersaa Gooroo,9.493421,42.2469127,2,9 to 10
FALLAANAA SADARKAA 2FFAA,9.442918,42.1255055,2,9 to 10
M/B Qophaa inaa Kombolchaa,9.4439483,42.1247683,2,11 to 12
QEERENSAA SAD. 2FFAA,9.4309983,42.114855,2,9 to 10
Kombolchaa Sad2ffaa,9.4439657,42.1261144,2,9 to 10
MANJALLOO SAD.2FFAA,9.29531,41.8779,2,9 to 10
Kurfaacallee olaanaa sad.2ffaa,9.2385667,41.8278683,2,9 to 10
QOPHAA'INA KURFAA CALLEE,9.236143041,41.81729651,2,11 to 12
Qophaa'ina Harawaachaa,8.977899361,41.43088259,2,11 to 12
HARAW,9.03611,41.3125,2,9 to 10
Qophaa'ina Mayyuu,8.6570104,41.8438865,2,11 to 12
Mayyu Sad sffaa 2ffaa,8.657315,41.844011,2,9 to 10
Qophaainaa Meettaa,9.400922053,41.55632998,2,11_12
QOPHAA'INA MIIDHAGAA,8.861140196,42.1241333,2,11_12
Qophaa'ina WATAR,9.354980996,41.77746703,2,11 to 12
Langeey Sad. 2ffaa,9.295305036,41.87793052,2,9 to 10
Qarsaa 2Ffaa,9.454233096,41.87098853,2,9 to 10
Ancaar,8.686708269,40.23896046,2,9 to 10
Qophaa Ina Baddeessaa,8.909688,40.77146,2,11 to 12
Qophaa'ina Carcar,9.0745997,40.8651334,2,11 to 12
CARCAR SADARKAA 2FFaaa,9.0728246,40.8645076,2,9 to 10
Qopha'ina Bookee Xiqqoo,8.720913,40.642393,2,11_12
Kurfaa Rooqaa,8.521773892,40.92112809,2,9 to 10
QOPHAA'INA TAYIFEE,8.323462,41.077417,2,11_12
Micaataa Sad/2 ffaa,8.5931723,40.3259042,2,9 to 10
Machaaraa Qophaa'innaa,8.5938621,40.3244054,2,11 to 12
Machaaraa,8.5939468,40.3254853,2,9 to 10
Qophaa'inaa Doobbaa,9.288964,41.09378,2,11_12
Mata Dhaab Dirree Saddeeta,8.800454,41.029381,2,1 to 10
DAGAAGA,8.9895201,40.8768976,2,9 to 10
Gaw Gaw Sad 2ffaa,9.0187991,40.9056616,2,9 to 10
Q0PHAINA QUNII,9.0039534,40.8852832,2,11 to 12
Barkumee Gammachis,8.9899546,40.8769459,2,9 to 10
Kammoona,8.95637,40.5568,2,9 to 10
QOPHAA'INA KOMONA,8.956355,40.556802,2,11_12
QOPHIINAA BORDOODDEE,9.017986,40.379938,2,11_12
Qopha'ina Galamso,8.8127357,40.5225724,2,11 to 12
Balballeetti Sad 2ffaa,8.8117487,40.5154841,2,9 to 10
Waaccuu,8.8536399,40.6278373,2,9 to 10
Galamsoo,8.8131109,40.5230651,2,9 to 10
Qophaa'ina Masalaa,9.075502,41.165169,2,11_12
Qophaa'ina Asaboot,9.193084,40.657326,2,11_12
M/B Qopha'ina Hirna,9.2214468,41.1047594,2,10 to 12
Hirnaa,9.221162,41.1050172,2,9 to 10
Agamsaa Finca aa,9.7866817,37.4093283,2,11 to 12
Acaanee Sadarka 2ffaa,9.65481,37.3261967,2,9 to 10
Qophaa'ina Finca'aa,9.5751067,37.35914,2,11 to 12
Hoomii Sad 2ffaa,9.6208017,37.2394083,2,9 to 10
Agamsaa Sad.2ffaa,9.7881467,37.4094533,2,9 to 10
Fincaa'aa 2ffaa,9.5739667,37.3569317,2,9 to 10
Botoroo   Booraa,9.7430367,36.9336833,2,9 to 10
Tulluu Waayyuu Sad.2ffaa,9.6151033,36.9353767,2,9 to 10
Tulluu Gaanaa Sadarkaa 2ffaa,9.5851383,36.7039983,2,9 to 10
Qophaa'ina Tulluu Waayyuu,9.6138583,36.9356733,2,11 to 12
Qophaa'ina Agamsaa,10.1421133,36.93503,2,11 to 12
Amuruu Qophaa'ina,9.9886219,37.030307,2,11 to 12
Warra Beeraa Sad 2ffaa,9.9705117,36.9533867,2,9 to 10
Amuruu Sad 2ffaa,9.9893353,37.0291308,2,9 to 10
Agamsaa Sad 2ffaa,10.1467117,36.941705,2,9 to 10
Gootichaa Abishee Garbaa sad 2,9.5760155,37.1132935,2,9 to 10
Maatii Boruu,9.5753174,37.1096072,2,6 to 12
Shaambuu sad 2ffaa,9.5697078,37.1059206,2,9 to 10
Qophaa'ina Shaambuu,9.5670361,37.0925134,2,11 to 12
Ayyalee Sad 2ffaa,9.390615,37.3866183,2,9 to 10
Tulluu Habiib Sad 2ffaa,9.492695,37.2762467,2,9 to 10
Gabatee Sad.2ffaa,9.410198,37.4219409,2,9 to 10
Qophaa'ina Kombolchaa,9.5015067,37.471705,2,11 to 12
Kombosha Sad.2ffaa,9.50201,37.4721083,2,9 to 10
Daduu sad. 2ffaa,9.687945,37.5335267,2,9 to 10
Qawoo Sadarkaa2ffaa,9.8236417,37.5537983,2,9 to 10
Qophaa'ina daduu,9.688,37.5334333,2,11 to 12
Qanaatee Sad 2ffaa,9.6320117,37.513705,2,9 to 10
Saqalaa Sad 2ffaa,9.667569,37.0821184,2,9 to 10
Bone Abuna,9.731425,37.0409683,2,9 to 10
Daaddoo siree budoo sad .2ffaa,9.66609,37.1461533,2,9 to 10
Haroo Aagaa,9.7169917,37.1079583,2,9 to 10
Haroo Shooxee Sad.2ffaa,9.5060517,37.0233367,2,9 to 10
Saqalaa Qophaa'ina,9.6675108,37.0821211,2,11 to 12
Aliboo Qophaa'inaa,9.8832078,37.0833719,2,11 to 12
Haroo Lagoo Sad 2ffaa,9.9306455,37.1012284,2,9 to 10
Akkayyuu Sadarkaa 2ffaa,9.7968783,37.1248433,2,9 to 10
Jaarmat sad 2ffaa,9.8057067,37.0158383,2,9 to 10
Aliiboo Sad. 2ffaa,9.8800251,37.0861441,2,9 to 10
Jaanjimmar Sad.2ffaa,9.9829567,37.149075,2,9 to 10
Baddoo Gidaamii sad.2ffa,9.3890288,37.1159744,2,9 to 10
Qophaa'ina Haratoo,9.3578632,37.1151371,2,11 to 12
Giriin Leek sad 2ffaa,9.2755183,37.1921217,2,9 to 10
Gabaa Roobii Sad 2ffaa,9.4847633,37.115275,2,9 to 10
Haratoo sad.2ffaa,9.3577158,37.1153042,2,9 to 10
Adiileeqaa Tulluu Caalii Sad.2,9.3192983,37.1009433,2,9 to 10
Shumboo Sadarkaa 2ffaa,9.31787,37.3894467,2,9 to 10
Gooban Sad 2ffa,9.17475,37.3127833,2,9 to 10
Babal'aa Sad 2ffaa,9.24158,37.2879633,2,9 to 10
Waayyuu Sad. 2ffaa,9.228105,37.3617167,2,9 to 10
Qophaa ina Waayyuu,9.228995,37.36048,2,11 to 12
ONGAA SAD 2FFAA,8.1463738,35.4700932,2,9 to 10
Qophaa'ina Goree,8.1529644,35.5374652,2,11 to 12
Goree Sadarkaa 2Ffaa,8.1534508,35.537796,2,9 to 12
Suphee Boroo S.2faa,8.5080806,35.6575547,2,9 to 10
Algee Sad 2Ffaa,8.5957083,35.7324917,2,9 to 10
Goboraafi danbiisad.2,8.6478867,35.6203533,2,9 to 10
Mattuu Sad.2ffaa,8.3031471,35.5827122,2,9 to 10
Abdii Borii Sad 2ffaa,8.3108967,35.58758,2,9 to 10
Qophaa'ina Mattuu,8.3070557,35.5782673,2,11 to 12
Leeqaa Sad 2faa,8.08786186,35.6661677,2,9 to 10
Biloo Qaaroo sad 2ffa,8.40314,35.5116,2,9 to 10
Nophaa Sad. 2ffaa,8.416,35.6137317,2,9 to 10
Qophaa'ina Buree,8.2704167,35.1116817,2,11 to 12
Buree Nikolaas Bohm Sad 2ffaa,8.2903645,35.0991967,2,9 to 10
Algaa sad 2ffaa,8.54657,35.435,2,9 to 10
Qopha'inaa Darimuu,8.5822195,35.5092119,2,11 to 12
Buunoo,8.6489617,35.5249267,2,9 to 10
Daarimuu sad 2ffaa,8.5821635,35.5090721,2,9 to 10
Laaloo sad 2faa,7.94926,35.5933,2,9 to 10
Qeellii Sad.2ffaa,7.82597,35.6586,2,9 to 10
M/B Qophaa'ina Elemoo,8.4674388,35.8186966,2,11 to 12
Diiduu,8.3449161,35.8268916,2,9 to 10
Warabboo Sadarkaa 2ffaa,8.44829,35.8896,2,9 to 10
Elemoo Sadarkaa 2ffaa,8.4676105,35.8177471,2,9 to 10
Ukkaa sadarkaa 2faa,8.18048,35.3502,2,9 to 10
Hurrumuu sad 2ffaa,8.3408968,35.6873271,2,9 to 10
Qophaaina Hurumuu,8.3445979,35.6844587,2,11 to 12
Barrooyii Sadarkaa 2ffaa,8.3365917,35.370335,2,9 to 10
Burruusaa Sad 2ffaa,8.2981467,35.46171,2,9 to 10
Kombolchaa Sadarkaa 2ffaa,7.7541214,35.1906413,2,9 to 10
Birbirsa Sad 2ffaa Karl Henz B,7.9016,35.2901942,2,9 to 12
Qophaa'ina YaayyooAyidaaTiyaa,8.3427121,35.8079207,2,11 to 12
Yaamboo Sadarkaa2ffa,8.326,36.0181783,2,9 to 10
Yaayyoo Ayidaatiyyaa,8.3418064,35.8061201,2,9 to 10
Wuxatee Sad 2ffaa,8.37355,35.9178,2,9 to 10
somboo sadarkaa 2ffaa,8.372967,35.9478392,2,9 to 10
Qophaa'ina Birbirsaa,7.8991538,35.2908854,2,11 to 12
Qopha inaa Aggaroo,7.8609616,36.5909874,2,11 to 12
Jidda sad 2ffaa,7.8534143,36.6023773,2,9 to 10
Sad 2ffaa Aggaaroo,7.861039,36.5910345,2,9 to 10
Baggee Qophaa'iinaa,8.3034208,37.1193579,2,11 to 12
Cooraa Baggee sada.2ffaa,8.30592,37.1136517,2,9 to 10
Maxxoossoo Sadarkaa. 2ffaa,7.5058683,36.879225,2,9 to 10
M/B QOPHAA'IINAA Dedoo,7.5018967,36.8780583,2,11 to 12
Dafqallaa,7.5042833,36.877,2,9 to 10
Waaroo koloboo,7.59289,36.8511933,2,9 to 10
Deedoo Sad.2ffaa,7.5037867,36.8771333,2,9 to 10
Dustaa,7.7432924,36.1899782,2,1 to 10
Sadii Loyyaa,7.7819871,36.4264342,2,9 to 10
Dustaa Sadarkaa 2ffaa,7.7498987,36.1867782,2,9 to 10
Qarsaa Sad 2ffaa,7.7879305,36.3609395,2,9 to 10
Firii Gamtaa Geeraa,7.7452131,36.256016,2,9 to 12
Coocee Kottaa Mudugaa,7.89564,36.6635,2,9 to 10
Bashaashaa Mallas Zenawii,7.7957366,36.4931716,2,9 to 10
Geembee Sadarkaa 2ffaa,7.8420866,36.6697911,2,9 to 10
Limmushayee Sad 2ffaa,7.9690219,36.6889899,2,9 to 10
Gembee Qopha'na,7.8421205,36.6699554,2,11 to 12
Tobbaa Sad 2fffaa fi Qopha'ina,8.00193,36.4897,2,9 to 12
Limmuu Gannat Qopha'ina,8.09662,36.9499,2,11_12
Qophaa'ina Yabbuu,7.7722805,36.7257028,2,11 to 12
Qophaa'inaa Atnaagoo,8.30274,36.9509,2,11_12
Dowaa Sad 1ffaa,7.80331,36.7258,2,1 to 10
Walloo Safar,7.83979,36.762475,2,1 to 10
Dhiibuu Maddaa,7.8226883,36.8315683,2,1 to 10
wollo safar,7.845069,36.7631448,2,9 to 10
Garukkee Sadaarkaa 2ffaa,7.73216,36.7704,2,9 to 10
Biliidaa Sadarkaa 2ffaa,7.787288,36.8023331,2,9 to 10
Dooyyuu Sad 2ffaa,7.66227,36.7527,2,9 to 10
Haroo Sadarkaa 2ffaa,7.8082389,36.6954456,2,9 to 10
Yebbu Sad.2Ffaa,7.782033,36.7281,2,9 to 10
Qophaainaa Algaa,8.57828,37.106,2,11_12
Asandaboo Qopha'inaafi Ol'aana,7.75825,37.23,2,11_12
Lamlam,7.6861333,36.9041033,2,1 to 10
Qophaa'ina Sarboo,7.70803,36.974,2,11_12
Gaattiraa Sad. 2ffaa fi qopha',7.98209,36.1925,2,9_12
Hawwii Shabee sad/2ffaa,7.51111,36.5204,2,9_12
Qophaa'inaa Sokorruu,7.93018,37.4236,2,11_12
Akoo Sadarkaa 2ffaa,7.98566,37.2037,2,9 to 10
Dimituu Sad.2ffaa,7.8500462,37.235352,2,9 to 10
QOPHA'INAA DIIMTUU,7.8586495,37.2448721,2,11 to 12
Gabbaraa Sadarkaa 2ffaa,7.977868,37.3669937,2,9 to 10
Ragaa Siibaa,7.927686,37.2654997,2,9 to 10
Garjeeda Sadarkaa 2ffaa,8.79804978,34.64584962,2,9 to 12
Anfilloo Sadarkaa 2ffaa,8.5654771,34.5924502,2,9 to 10
Biiftuu Ashii,8.6511967,34.6692867,2,9 to 10
Qophaa'ina Anfilloo,8.58223,34.5927,2,11 to 12
Qopha'ina Qellem,8.5395307,34.7995984,2,11 to 12
Laaftoo sad2ffaa,8.5339295,34.8006544,2,9 to 10
Qeellam Sad. 2ffaa,8.539581,34.7996159,2,9 to 10
sadii caammoo sad2ffaa,8.84341,35.15443,2,9 to 10
IFA LAALOO,8.8655622,35.2032791,2,9 to 10
QOPHAA'INA DAALLEE SADII,8.9074383,35.2205333,2,11 to 12
DAALLEE SADARKAA 2FFAA,9.0486917,35.234595,2,9 to 10
Haroo Sabbuu Sad.2ffaa,8.913085,35.2238667,2,9 to 10
QOPHAA'INA QAAQEE,8.92532,35.0411,2,11 to 12
Darajjee Kabaa Sad 2ffaa,8.9185676,35.0536609,2,9 to 10
QOPHAA'INA CANQAA,8.8353565,35.0634394,2,11 to 12
BIQILTUU CABAL,8.9803283,34.976925,2,9 to 10
Qophaa'ina Qeebbee,9.22209,34.9982,2,9 to 10
Burqaa Leeqaa,8.9799133,34.9767783,2,9 to 10
Biiftuu Gaawoo,8.97978,34.9776802,2,9 to 10
GUDDATTUU HORROO SADARKAA2FFA,9.0788,34.554,2,9 to 10
ABOOTEE SAD.2FFAA,9.078803384,34.5539887,2,9 to 10
Yaadannoo Qellem,9.15587,34.5161,2,9 to 10
Biiftuu Gidaam Sad. 2ffaa,8.985586357,34.61669732,2,9 to 10
MILKII MOOJOO SAD.2FFAA,8.73876,35.0059217,2,9 to 10
Qopha'ina Galaan,8.682615,34.8857433,2,11 to 12
Machaaraa Sad 2ffaa,8.73851,35.0062,2,9 to 10
Buraayyuu Sad.2ffaa,8.6861783,34.8818033,2,9 to 10
Biiftuu Tibbee,8.95585,34.74399,2,9 to 10
Ifa Jimmaa Horroo sad.2ffaa,8.95578,34.744235,2,9 to 10
BAKKALCHA WARRA BAABBOO,8.9562417,34.7438317,2,9 to 10
Qophaa'ina Jimmaa,8.9556733,34.744155,2,11 to 12
Jirruu Maariyaam Sad.2ffaa,8.8637733,35.3813783,2,9 to 10
Sarbaa Lalo Sad. 2ffaa,8.923525,35.3525617,2,9 to 10
QOPHAA'INAA LAALOO,8.9214133,35.3561383,2,11 to 12
Laaloo Sad. 2ffaa,8.9282717,35.3506917,2,9 to 10
QOPHAA'INA ALAKUU,8.6579617,34.766805,2,11 to 12
Dullii Sad 2ffaa,8.517545,34.7253567,2,9 to 10
Alaku Sadarkaa 2ffaa,8.6634667,34.7645167,2,9 to 10
GUDDINA SAYYOO,8.5486767,34.7964067,2,9 to 10
QOPHAA'INA TAJJOO,8.81011,34.8232,2,11 to 12
Gatamaa Oliiqaa,8.81154,34.9871,2,9 to 10
Akukkuu Sad.2ffaa,8.826436,34.8995206,2,9 to 10
Guddina Walal,8.76964,34.8267,2,9 to 10
Hundee Daaphoo Gaachoo,8.6586867,35.37646,2,9 to 10
Hiddii Hora Kilolee,8.7877117,39.076085,2,9 to 10
Godino Jiituu,8.8534833,39.024725,2,9 to 10
Dirree,8.69413,38.8954,2,9 to 10
Udee,8.681585,39.0409,2,9 to 10
Wanjii Qophaa'inaa,8.4366767,39.2135142,2,11 to 12
Wanjii Shawaa sad.2ffaa,8.3982321,39.2157904,2,9 to 10
Hawaash Malkaa sa'aa,8.4121187,39.3403919,2,9 to 10
Kaasaatee Birhaan,8.4488829,39.213167,2,1 to 10
Wonjii Sad. 2ffaa,8.4591692,39.2216299,2,9 to 10
Jiddoo Kombolchaasad.2ffaa,7.70937,38.4734867,2,9 to 10
Bulbulaa Sad 2faa,7.726325,38.647995,2,9 to 10
Qophaa'ina Bulbulaa,7.7171567,38.656535,2,11 to 12
Oo'ituu Sad.2ffaa,7.7187483,38.7570767,2,9 to 10
Adaamii Tulluu Sad 2ffaa,7.8549583,38.6994583,2,9 to 10
Gaaloo hirphee sadarka 2ffaa,7.9972783,38.62105,2,9 to 10
Qophaa'ina Dandii Guddina,8.9075829,39.9246294,2,11 to 12
Daandii Guddinaa Sad 2ffa,8.9074575,39.9238213,2,9 to 10
Hombollee,8.3710417,38.7816467,2,9 to 10
Qophaa'ina Botee,8.305419651,38.95459318,2,11 to 12
Booraa sadarkaa 2faa,8.3033477,38.9546029,2,9 to 10
Pirofeesar Baaddag Baqqalaa,8.304035977,38.95707255,2,9 to 10
Bosat Preparatory,8.6597951,39.4230295,2,11 to 12
Bolee Nuraa Heera Sad 2ffaa,8.6596822,39.755692,2,9 to 10
Doonii Qoombee Sad.2ffa.,8.5104104,39.5472581,2,9 to 10
Boosat Sad.2ffaa,8.6653847,39.4409893,2,9 to 10
GODAA DHEERAA SAD.2,8.4637193,39.4539239,2,9 to 10
Odaa Boqataa Qophaa'ina,8.1612067,38.8347684,2,11 to 12
Boolee Sad 2ffaa,8.1434102,38.8094064,2,9 to 10
Odaa Boqotaa Sadarkaa 2ffaa,8.1611969,38.8347489,2,9 to 10
Goonaa mirga,8.0680583,38.7410417,2,9 to 10
Meki Catholic Qophaainaa,8.1570728,38.8217155,2,11 to 12
Eelaa Sadarkaa 2ffaa,8.29247,38.7143,2,9 to 10
Meki Catholic Sad 2ffaa,8.1569855,38.821943,2,9 to 10
OLIIF,8.1573088,38.8352124,2,9 to 10
Qophaa'ina Martii,8.8481246,39.9237601,2,11 to 12
Martii Sad 2ffaa,8.8481679,39.923825,2,9 to 10
Doobii Sad.2ffaa,8.9917064,39.2099469,2,9 to 10
CaffeeSad.2ffaa,8.9674396,39.1134807,2,9 to 10
Qophaa'ina Adulaalaa,8.5442167,38.8996317,2,11 to 12
Gaaddisa Cuqqaalaa,8.5765083,38.85029,2,9 to 10
Tulluu Cuqqaalaa Sad2faa,8.5406065,38.90133909,2,9 to 10
QOOQAA EJERSA,8.4459561,39.0369067,2,9 to 10
Ejeree Sadarkaa 2ffaa,8.7753835,39.2583548,2,9 to 10
Qooqaa Qopha'inaa,8.44606,39.0361449,2,11 to 12
Quncee Dhakabora,8.715267,39.2021083,2,9 to 10
Ababaa Biqilaa Jaatoo,9.63515,39.2029,2,9 to 10
Abbichuu Sad 2ffaa,9.65727,39.3097,2,9 to 10
Qophaa'ina Mandidaa,9.65117,39.3259,2,11 to 12
Onnoodaa,9.28095,39.0971,2,9 to 10
Qophaa'ina Alaltuu,9.20582,39.153,2,11 to 12
Alaltuu Sad 2ffaa,9.20497,39.155,2,9 to 10
Fiichee Sad 2ffaa,9.790629,38.7098134,2,9 to 10
Abdiisaa Aagaa Sad.2ffaa,9.7721094,38.7396004,2,9 to 10
Qophaa'ina Fichee,9.7798159,38.7415639,2,11 to 12
Qophainaa Dabraa Tsigee,9.632232,38.8258853,2,11 to 12
Dahaanaa sad 2ffaa,9.714445419,38.85998717,2,9 to 10
Dabra Tsiggee     sad.2ffa,9.6325464,38.8270128,2,9 to 10
Qundee sadarkaa 2ffaa,9.6592312,38.5169902,2,9 to 10
Qopha'inaa Dagaam,9.8085633,38.6242814,2,11 to 12
Muka Qulee Sad-2ffaa,9.7786036,38.5233987,2,9 to 10
Dagam Sadarkaa 2ffaa,9.8087791,38.6259409,2,9 to 10
Salalkullaa sad 2ffaa,10.1374,38.4932,2,9 to 10
Salayish Harbuu masqalee,10.1939,38.5928,2,9 to 10
Ceeka Gannat Sad 2ffaa,10.1735,38.5484,2,9 to 10
Qopha'inna Bitootessa  -17,10.2279,38.6962,2,11 to 12
Raachoo sad 2ffaa,10.1516,38.7338,2,9 to 10
Tuutii Sad 2ffaa,10.2985,38.5878,2,9 to 10
Bitootessa 17 Sa.2Ffaa,10.23,38.6963,2,9 to 10
CAGAL  SAD 2FFAA,9.7216102,38.8181322,2,9 to 10
Ejersa Kaawoo Sad-2ffaa,9.7215272,38.6987389,2,9 to 10
Ada'aa Sad 2ffaa,10.0135,38.5928,2,9 to 10
Yaayyaa Ejersaa Sad.2ffaa,9.91232,38.5645,2,9 to 10
Sadaan Gidaaboo,9.99339,38.4944,2,9 to 10
Darroo Hamumaa Wajjuu,9.9247,38.437,2,9 to 10
Alaam  Ganaa Sadarkaa 2ffa,9.88248,38.4655,2,9 to 10
Qophaa'ina Jeneral Taaddasaa B,9.909708309,38.51385527,2,11 to 12
Jeneral Taddasaa Birruu sad 2f,9.90986,38.5141,2,9 to 10
Shaambal Abbabaa Biqilaa SAD.2,9.36196,38.9991,2,9 to 10
Ayiddaa sadarka 2ffaa,9.53502,39.0483,2,9 to 10
Qophaa'ina jiddaa,9.36202,38.9991,2,11 to 12
Biriti Sadarkaa 2ffa,9.7702533,38.2882855,2,9 to 10
Alamaayyoo Atoomsaa Sad.2ffaa,9.810433,38.4057146,2,9 to 10
Suyyum Damissoo SAD.2ffaa,9.8123,38.4078,2,9 to 10
Gabra Guraacha Sad-2ffaa,9.8046358,38.4225579,2,9 to 10
Qophaa'inaa Garba Gurracha,9.8039136,38.4221315,2,11 to 12
Asoo Sad.2ffaa,9.4117,39.1358,2,9 to 10
Maaseet sad.2ffaa,9.47697,39.3014,2,9 to 10
Qopaainaa Shaanoo,9.32641,39.2862,2,11 to 12
Sadarkaa 2ffaa Shanoo,9.32491,39.2831,2,9 to 10
Qophaa'inaa Gohatsiyoon,10.0020711,38.2479155,2,11 to 12
Goljee sad 2ffaa,10.0288712,38.3443382,2,9 to 10
Jaarso  Tuuti Sad 2ffaa,9.9268095,38.2649721,2,9 to 10
Hoosee sad 2ffaa,9.9523329,38.1956965,2,9 to 10
Filiqliq sad 2ffaa,10.053,38.2481,2,9 to 10
Gohatsihon  Sadarka 2,10.0011822,38.2482673,2,9 to 10
Tulluu Milkii sad 2ffaa,9.9175776,38.3358575,2,9 to 10
Qopha'ina Tulu milki,9.91327,38.3427,2,11 to 12
Gimbichuu Sad. 2,9.598825,38.747325,2,9 to 10
Waabarii sad2ffaa,9.6722917,39.0223483,2,9 to 10
Qophaa'ina Muka Xurrii,9.5502871,38.8723298,2,11 to 12
Muka xurii Sa.2ffaa,9.5531015,38.8746159,2,9 to 10
Dirree Dallatii sad 2ffaa,9.6137223,38.5836153,2,9 to 10
Fittal sad. 2ffaa,9.62759,38.6467291,2,9 to 10
Qopaainaa Fittaal,9.6277437,38.6481624,2,11 to 12
Dallidaak,8.5998533,37.7577533,2,9 to 10
Qophaa'na Gindo,8.6004917,37.7584867,2,11 to 12
Dargee Qotaa Sad.2ffaa,8.6002217,37.75837,2,9 to 10
Gindoo Sad 2ffaa,8.600175,37.7585433,2,9 to 10
Qopha'inaa Yehibret Firee,8.6539117,38.20733,2,11 to 12
Awaash Bunee sad.2ffaa,8.7318483,38.279485,2,9 to 10
Yehibirat Firee Sa.2ffa,8.6558467,38.2089033,2,9 to 10
